Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0500000US29195,29195,"Saline County, Missouri",23324,*****
0500000US29197,29197,"Schuyler County, Missouri",4397,*****
0500000US29199,29199,"Scotland County, Missouri",4859,*****
0500000US29201,29201,"Scott County, Missouri",39216,*****
0500000US29203,29203,"Shannon County, Missouri",8388,*****
0500000US29205,29205,"Shelby County, Missouri",6274,*****
0500000US29207,29207,"Stoddard County, Missouri",29860,*****
0500000US29209,29209,"Stone County, Missouri",31817,*****
0500000US29211,29211,"Sullivan County, Missouri",6611,*****
0500000US29213,29213,"Taney County, Missouri",52412,*****
0500000US29215,29215,"Texas County, Missouri",25830,*****
0500000US29217,29217,"Vernon County, Missouri",20990,*****
0500000US29219,29219,"Warren County, Missouri",32667,*****
0500000US29221,29221,"Washington County, Missouri",25135,*****
0500000US29223,29223,"Wayne County, Missouri",13437,*****
0500000US29225,29225,"Webster County, Missouri",36274,*****
0500000US29227,29227,"Worth County, Missouri",2129,*****
0500000US29229,29229,"Wright County, Missouri",18643,*****
0500000US29510,29510,"St. Louis city, Missouri",318955,*****
0500000US30001,30001,"Beaverhead County, Montana",9278,*****
0500000US30003,30003,"Big Horn County, Montana",12939,*****
0500000US30005,30005,"Blaine County, Montana",6550,*****
0500000US30007,30007,"Broadwater County, Montana",5666,*****
0500000US30009,30009,"Carbon County, Montana",10126,*****
0500000US30011,30011,"Carter County, Montana",1241,120
0500000US30013,30013,"Cascade County, Montana",81621,*****
0500000US30015,30015,"Chouteau County, Montana",5827,*****
0500000US30017,30017,"Custer County, Montana",11785,*****
0500000US30019,30019,"Daniels County, Montana",1778,139
0500000US30021,30021,"Dawson County, Montana",9132,*****
0500000US30023,30023,"Deer Lodge County, Montana",9285,*****
0500000US30025,30025,"Fallon County, Montana",3085,138
0500000US30027,30027,"Fergus County, Montana",11517,*****
0500000US30029,30029,"Flathead County, Montana",91536,*****
0500000US30031,30031,"Gallatin County, Montana",91499,*****
0500000US30033,30033,"Garfield County, Montana",1145,94
0500000US30035,30035,"Glacier County, Montana",13528,*****
0500000US30037,30037,"Golden Valley County, Montana",709,104
0500000US30039,30039,"Granite County, Montana",3105,*****
0500000US30041,30041,"Hill County, Montana",16301,*****
0500000US30043,30043,"Jefferson County, Montana",11434,*****
0500000US30045,30045,"Judith Basin County, Montana",2043,*****
0500000US30047,30047,"Lake County, Montana",28905,*****
0500000US30049,30049,"Lewis and Clark County, Montana",64143,*****
0500000US30051,30051,"Liberty County, Montana",2357,*****
0500000US30053,30053,"Lincoln County, Montana",19581,*****
0500000US30055,30055,"McCone County, Montana",1794,135
0500000US30057,30057,"Madison County, Montana",7702,*****
0500000US30059,30059,"Meagher County, Montana",1905,*****
0500000US30061,30061,"Mineral County, Montana",4219,*****
0500000US30063,30063,"Missoula County, Montana",110243,*****
0500000US30065,30065,"Musselshell County, Montana",4729,122
0500000US30067,30067,"Park County, Montana",15621,*****
0500000US30069,30069,"Petroleum County, Montana",538,72
0500000US30071,30071,"Phillips County, Montana",4205,*****
0500000US30073,30073,"Pondera County, Montana",6166,*****
0500000US30075,30075,"Powder River County, Montana",1669,120
0500000US30077,30077,"Powell County, Montana",7052,*****
0500000US30079,30079,"Prairie County, Montana",1186,111
0500000US30081,30081,"Ravalli County, Montana",40423,*****
0500000US30083,30083,"Richland County, Montana",10318,*****
0500000US30085,30085,"Roosevelt County, Montana",10665,*****
0500000US30087,30087,"Rosebud County, Montana",9310,*****
0500000US30089,30089,"Sanders County, Montana",11400,*****
0500000US30091,30091,"Sheridan County, Montana",3473,139
0500000US30093,30093,"Silver Bow County, Montana",34322,*****
0500000US30095,30095,"Stillwater County, Montana",9173,*****
0500000US30097,30097,"Sweet Grass County, Montana",3640,*****
0500000US30099,30099,"Teton County, Montana",6063,*****
0500000US30101,30101,"Toole County, Montana",5224,*****
0500000US30103,30103,"Treasure County, Montana",711,91
0500000US30105,30105,"Valley County, Montana",7465,*****
0500000US30107,30107,"Wheatland County, Montana",2138,*****
0500000US30109,30109,"Wibaux County, Montana",928,110
0500000US30111,30111,"Yellowstone County, Montana",150156,*****
0500000US31001,31001,"Adams County, Nebraska",31367,*****
0500000US31003,31003,"Antelope County, Nebraska",6600,*****
0500000US31005,31005,"Arthur County, Nebraska",507,74
0500000US31007,31007,"Banner County, Nebraska",816,69
0500000US31009,31009,"Blaine County, Nebraska",586,82
0500000US31011,31011,"Boone County, Nebraska",5441,*****
0500000US31013,31013,"Box Butte County, Nebraska",11312,*****
0500000US31015,31015,"Boyd County, Nebraska",2093,105
0500000US31017,31017,"Brown County, Nebraska",3167,83
0500000US31019,31019,"Buffalo County, Nebraska",46885,*****
0500000US31021,31021,"Burt County, Nebraska",6748,*****
0500000US31023,31023,"Butler County, Nebraska",8334,*****
0500000US31025,31025,"Cass County, Nebraska",25222,*****
0500000US31027,31027,"Cedar County, Nebraska",8790,*****
0500000US31029,31029,"Chase County, Nebraska",3984,*****
0500000US31031,31031,"Cherry County, Nebraska",5735,*****
0500000US31033,31033,"Cheyenne County, Nebraska",10022,*****
0500000US31035,31035,"Clay County, Nebraska",6469,*****
0500000US31037,31037,"Colfax County, Nebraska",10495,*****
0500000US31039,31039,"Cuming County, Nebraska",9095,*****
0500000US31041,31041,"Custer County, Nebraska",10872,*****
0500000US31043,31043,"Dakota County, Nebraska",20920,*****
0500000US31045,31045,"Dawes County, Nebraska",9172,*****
0500000US31047,31047,"Dawson County, Nebraska",24256,*****
0500000US31049,31049,"Deuel County, Nebraska",1952,*****
0500000US31051,31051,"Dixon County, Nebraska",5953,*****
0500000US31053,31053,"Dodge County, Nebraska",36675,*****
0500000US31055,31055,"Douglas County, Nebraska",524697,*****
0500000US31057,31057,"Dundy County, Nebraska",1994,*****
0500000US31059,31059,"Fillmore County, Nebraska",5818,*****
0500000US31061,31061,"Franklin County, Nebraska",3181,*****
0500000US31063,31063,"Frontier County, Nebraska",2568,103
0500000US31065,31065,"Furnas County, Nebraska",4920,*****
0500000US31067,31067,"Gage County, Nebraska",22055,*****
0500000US31069,31069,"Garden County, Nebraska",1966,114
0500000US31071,31071,"Garfield County, Nebraska",1947,91
0500000US31073,31073,"Gosper County, Nebraska",2005,*****
0500000US31075,31075,"Grant County, Nebraska",614,96
0500000US31077,31077,"Greeley County, Nebraska",2507,*****
0500000US31079,31079,"Hall County, Nebraska",59431,*****
0500000US31081,31081,"Hamilton County, Nebraska",9090,*****
0500000US31083,31083,"Harlan County, Nebraska",3445,*****
0500000US31085,31085,"Hayes County, Nebraska",1142,103
0500000US31087,31087,"Hitchcock County, Nebraska",2884,*****
0500000US31089,31089,"Holt County, Nebraska",10435,*****
0500000US31091,31091,"Hooker County, Nebraska",703,91
0500000US31093,31093,"Howard County, Nebraska",6308,*****
0500000US31095,31095,"Jefferson County, Nebraska",7563,*****
0500000US31097,31097,"Johnson County, Nebraska",5182,*****
0500000US31099,31099,"Kearney County, Nebraska",6518,*****
0500000US31101,31101,"Keith County, Nebraska",8247,*****
0500000US31103,31103,"Keya Paha County, Nebraska",698,83
0500000US31105,31105,"Kimball County, Nebraska",3779,*****
0500000US31107,31107,"Knox County, Nebraska",8617,*****
0500000US31109,31109,"Lancaster County, Nebraska",289873,*****
0500000US31111,31111,"Lincoln County, Nebraska",36128,*****
0500000US31113,31113,"Logan County, Nebraska",787,83
0500000US31115,31115,"Loup County, Nebraska",581,74
0500000US31117,31117,"McPherson County, Nebraska",382,71
0500000US31119,31119,"Madison County, Nebraska",34995,*****
0500000US31121,31121,"Merrick County, Nebraska",7802,*****
0500000US31123,31123,"Morrill County, Nebraska",4958,*****
0500000US31125,31125,"Nance County, Nebraska",3707,*****
0500000US31127,31127,"Nemaha County, Nebraska",7207,*****
0500000US31129,31129,"Nuckolls County, Nebraska",4462,*****
0500000US31131,31131,"Otoe County, Nebraska",15727,*****
0500000US31133,31133,"Pawnee County, Nebraska",2759,*****
0500000US31135,31135,"Perkins County, Nebraska",2949,*****
0500000US31137,31137,"Phelps County, Nebraska",9186,*****
0500000US31139,31139,"Pierce County, Nebraska",7211,*****
0500000US31141,31141,"Platte County, Nebraska",32350,*****
0500000US31143,31143,"Polk County, Nebraska",5342,*****
0500000US31145,31145,"Red Willow County, Nebraska",11015,*****
0500000US31147,31147,"Richardson County, Nebraska",8289,*****
0500000US31149,31149,"Rock County, Nebraska",1436,105
0500000US31151,31151,"Saline County, Nebraska",14348,*****
0500000US31153,31153,"Sarpy County, Nebraska",162728,*****
0500000US31155,31155,"Saunders County, Nebraska",20800,*****
0500000US31157,31157,"Scotts Bluff County, Nebraska",36883,*****
0500000US31159,31159,"Seward County, Nebraska",16824,*****
0500000US31161,31161,"Sheridan County, Nebraska",5390,*****
0500000US31163,31163,"Sherman County, Nebraska",3129,*****
0500000US31165,31165,"Sioux County, Nebraska",1229,69
0500000US31167,31167,"Stanton County, Nebraska",6148,*****
0500000US31169,31169,"Thayer County, Nebraska",5187,*****
0500000US31171,31171,"Thomas County, Nebraska",734,68
0500000US31173,31173,"Thurston County, Nebraska",6915,*****
0500000US31175,31175,"Valley County, Nebraska",4256,74
0500000US31177,31177,"Washington County, Nebraska",20234,*****
0500000US31179,31179,"Wayne County, Nebraska",9499,*****
0500000US31181,31181,"Webster County, Nebraska",3762,*****
0500000US31183,31183,"Wheeler County, Nebraska",869,91
0500000US31185,31185,"York County, Nebraska",13762,*****
0500000US32001,32001,"Churchill County, Nevada",24572,*****
0500000US32003,32003,"Clark County, Nevada",1976925,*****
0500000US32005,32005,"Douglas County, Nevada",47035,*****
0500000US32007,32007,"Elko County, Nevada",50023,*****
0500000US32009,32009,"Esmeralda County, Nevada",979,173
0500000US32011,32011,"Eureka County, Nevada",1804,173
0500000US32013,32013,"Humboldt County, Nevada",16800,*****
0500000US32015,32015,"Lander County, Nevada",5844,*****
0500000US32017,32017,"Lincoln County, Nevada",5296,*****
0500000US32019,32019,"Lyon County, Nevada",51648,*****
0500000US32021,32021,"Mineral County, Nevada",4700,*****
0500000US32023,32023,"Nye County, Nevada",43368,*****
0500000US32027,32027,"Pershing County, Nevada",6752,*****
0500000US32029,32029,"Storey County, Nevada",3981,*****
0500000US32031,32031,"Washoe County, Nevada",425495,*****
0500000US32033,32033,"White Pine County, Nevada",10023,*****
0500000US32510,32510,"Carson City, Nevada",54821,*****
0500000US33001,33001,"Belknap County, New Hampshire",60216,*****
0500000US33003,33003,"Carroll County, New Hampshire",47694,*****
0500000US33005,33005,"Cheshire County, New Hampshire",76896,*****
0500000US33007,33007,"Coos County, New Hampshire",32520,*****
0500000US33009,33009,"Grafton County, New Hampshire",89166,*****
0500000US33011,33011,"Hillsborough County, New Hampshire",402017,*****
0500000US33013,33013,"Merrimack County, New Hampshire",146710,*****
0500000US33015,33015,"Rockingham County, New Hampshire",296718,*****
0500000US33017,33017,"Strafford County, New Hampshire",123836,*****
0500000US33019,33019,"Sullivan County, New Hampshire",43398,*****
0500000US34001,34001,"Atlantic County, New Jersey",274960,*****
0500000US34003,34003,"Bergen County, New Jersey",912795,*****
0500000US34005,34005,"Burlington County, New Jersey",449964,*****
0500000US34007,34007,"Camden County, New Jersey",513512,*****
0500000US34009,34009,"Cape May County, New Jersey",96684,*****
0500000US34011,34011,"Cumberland County, New Jersey",157342,*****
0500000US34013,34013,"Essex County, New Jersey",785853,*****
0500000US34015,34015,"Gloucester County, New Jersey",289098,*****
0500000US34017,34017,"Hudson County, New Jersey",644605,*****
0500000US34019,34019,"Hunterdon County, New Jersey",127047,*****
0500000US34021,34021,"Mercer County, New Jersey",368094,*****
0500000US34023,34023,"Middlesex County, New Jersey",817026,*****
0500000US34025,34025,"Monmouth County, New Jersey",629735,*****
0500000US34027,34027,"Morris County, New Jersey",495261,*****
0500000US34029,34029,"Ocean County, New Jersey",578902,*****
0500000US34031,34031,"Passaic County, New Jersey",502854,*****
0500000US34033,34033,"Salem County, New Jersey",65825,*****
0500000US34035,34035,"Somerset County, New Jersey",326207,*****
0500000US34037,34037,"Sussex County, New Jersey",147924,*****
0500000US34039,34039,"Union County, New Jersey",540568,*****
0500000US34041,34041,"Warren County, New Jersey",108150,*****
0500000US35001,35001,"Bernalillo County, New Mexico",667092,*****
0500000US35003,35003,"Catron County, New Mexico",3683,*****
0500000US35005,35005,"Chaves County, New Mexico",65627,*****
0500000US35006,35006,"Cibola County, New Mexico",27296,*****
0500000US35007,35007,"Colfax County, New Mexico",13485,*****
0500000US35009,35009,"Curry County, New Mexico",49302,*****
0500000US35011,35011,"De Baca County, New Mexico",1975,105
0500000US35013,35013,"Doña Ana County, New Mexico",211175,*****
0500000US35015,35015,"Eddy County, New Mexico",54284,*****
0500000US35017,35017,"Grant County, New Mexico",29471,*****
0500000US35019,35019,"Guadalupe County, New Mexico",4626,*****
0500000US35021,35021,"Harding County, New Mexico",687,105
0500000US35023,35023,"Hidalgo County, New Mexico",4834,*****
0500000US35025,35025,"Lea County, New Mexico",65681,*****
0500000US35027,35027,"Lincoln County, New Mexico",20359,*****
0500000US35028,35028,"Los Alamos County, New Mexico",17979,*****
0500000US35029,35029,"Luna County, New Mexico",25001,*****
0500000US35031,35031,"McKinley County, New Mexico",72373,*****
0500000US35033,35033,"Mora County, New Mexico",4788,*****
0500000US35035,35035,"Otero County, New Mexico",64767,*****
0500000US35037,35037,"Quay County, New Mexico",8890,*****
0500000US35039,35039,"Rio Arriba County, New Mexico",40218,*****
0500000US35041,35041,"Roosevelt County, New Mexico",19984,*****
0500000US35043,35043,"Sandoval County, New Mexico",133503,*****
0500000US35045,35045,"San Juan County, New Mexico",128476,*****
0500000US35047,35047,"San Miguel County, New Mexico",29093,*****
0500000US35049,35049,"Santa Fe County, New Mexico",145400,*****
0500000US35051,35051,"Sierra County, New Mexico",11898,*****
0500000US35053,35053,"Socorro County, New Mexico",17756,*****
0500000US35055,35055,"Taos County, New Mexico",32899,*****
0500000US35057,35057,"Torrance County, New Mexico",16185,*****
0500000US35059,35059,"Union County, New Mexico",4458,*****
0500000US35061,35061,"Valencia County, New Mexico",76461,*****
0500000US36001,36001,"Albany County, New York",305279,*****
0500000US36003,36003,"Allegany County, New York",48618,*****
0500000US36005,36005,"Bronx County, New York",1397315,*****
0500000US36007,36007,"Broome County, New York",199298,*****
0500000US36009,36009,"Cattaraugus County, New York",79735,*****
0500000US36011,36011,"Cayuga County, New York",79767,*****
0500000US36013,36013,"Chautauqua County, New York",134156,*****
0500000US36015,36015,"Chemung County, New York",88876,*****
0500000US36017,36017,"Chenango County, New York",50121,*****
0500000US36019,36019,"Clinton County, New York",81865,*****
0500000US36021,36021,"Columbia County, New York",62674,*****
0500000US36023,36023,"Cortland County, New York",49271,*****
0500000US36025,36025,"Delaware County, New York",47491,*****
0500000US36027,36027,"Dutchess County, New York",297385,*****
0500000US36029,36029,"Erie County, New York",919230,*****
0500000US36031,36031,"Essex County, New York",39181,*****
0500000US36033,36033,"Franklin County, New York",51676,*****
0500000US36035,36035,"Fulton County, New York",55165,*****
0500000US36037,36037,"Genesee County, New York",59872,*****
0500000US36039,36039,"Greene County, New York",48928,*****
0500000US36041,36041,"Hamilton County, New York",4813,*****
0500000US36043,36043,"Herkimer County, New York",64428,*****
0500000US36045,36045,"Jefferson County, New York",118073,*****
0500000US36047,36047,"Kings County, New York",2539789,*****
0500000US36049,36049,"Lewis County, New York",27108,*****
0500000US36051,36051,"Livingston County, New York",65087,*****
0500000US36053,36053,"Madison County, New York",72839,*****
0500000US36055,36055,"Monroe County, New York",746548,*****
0500000US36057,36057,"Montgomery County, New York",50019,*****
0500000US36059,36059,"Nassau County, New York",1343765,*****
0500000US36061,36061,"New York County, New York",1605272,*****
0500000US36063,36063,"Niagara County, New York",215465,*****
0500000US36065,36065,"Oneida County, New York",234206,*****
0500000US36067,36067,"Onondaga County, New York",467202,*****
0500000US36069,36069,"Ontario County, New York",108311,*****
0500000US36071,36071,"Orange County, New York",373902,*****
0500000US36073,36073,"Orleans County, New York",42663,*****
0500000US36075,36075,"Oswego County, New York",121797,*****
0500000US36077,36077,"Otsego County, New York",62029,*****
0500000US36079,36079,"Putnam County, New York",99718,*****
0500000US36081,36081,"Queens County, New York",2256400,*****
0500000US36083,36083,"Rensselaer County, New York",159565,*****
0500000US36085,36085,"Richmond County, New York",470223,*****
0500000US36087,36087,"Rockland County, New York",315069,*****
0500000US36089,36089,"St. Lawrence County, New York",112097,*****
0500000US36091,36091,"Saratoga County, New York",221169,*****
0500000US36093,36093,"Schenectady County, New York",154821,*****
0500000US36095,36095,"Schoharie County, New York",32404,*****
0500000US36097,36097,"Schuyler County, New York",18432,*****
0500000US36099,36099,"Seneca County, New York",35359,*****
0500000US36101,36101,"Steuben County, New York",98951,*****
0500000US36103,36103,"Suffolk County, New York",1495803,*****
0500000US36105,36105,"Sullivan County, New York",77134,*****
0500000US36107,36107,"Tioga County, New York",50789,*****
0500000US36109,36109,"Tompkins County, New York",102270,*****
0500000US36111,36111,"Ulster County, New York",182086,*****
0500000US36113,36113,"Warren County, New York",65584,*****
0500000US36115,36115,"Washington County, New York",63237,*****
0500000US36117,36117,"Wayne County, New York",93224,*****
0500000US36119,36119,"Westchester County, New York",956283,*****
0500000US36121,36121,"Wyoming County, New York",41923,*****
0500000US36123,36123,"Yates County, New York",25293,*****
0500000US37001,37001,"Alamance County, North Carolina",152472,*****
0500000US37003,37003,"Alexander County, North Carolina",37071,*****
0500000US37005,37005,"Alleghany County, North Carolina",11046,*****
0500000US37007,37007,"Anson County, North Carolina",26569,*****
0500000US37009,37009,"Ashe County, North Carolina",27180,*****
0500000US37011,37011,"Avery County, North Carolina",17756,*****
0500000US37013,37013,"Beaufort County, North Carolina",47575,*****
0500000US37015,37015,"Bertie County, North Carolina",20879,*****
0500000US37017,37017,"Bladen County, North Carolina",34969,*****
0500000US37019,37019,"Brunswick County, North Carolina",110324,*****
0500000US37021,37021,"Buncombe County, North Carolina",241801,*****
0500000US37023,37023,"Burke County, North Carolina",90591,*****
0500000US37025,37025,"Cabarrus County, North Carolina",181415,*****
0500000US37027,37027,"Caldwell County, North Carolina",82407,*****
0500000US37029,37029,"Camden County, North Carolina",10037,*****
0500000US37031,37031,"Carteret County, North Carolina",67198,*****
0500000US37033,37033,"Caswell County, North Carolina",23462,*****
0500000US37035,37035,"Catawba County, North Carolina",154432,*****
0500000US37037,37037,"Chatham County, North Carolina",64886,*****
0500000US37039,37039,"Cherokee County, North Carolina",27243,*****
0500000US37041,37041,"Chowan County, North Carolina",14782,*****
0500000US37043,37043,"Clay County, North Carolina",10599,*****
0500000US37045,37045,"Cleveland County, North Carolina",97670,*****
0500000US37047,37047,"Columbus County, North Carolina",57761,*****
0500000US37049,37049,"Craven County, North Carolina",104041,*****
0500000US37051,37051,"Cumberland County, North Carolina",322033,*****
0500000US37053,37053,"Currituck County, North Carolina",23880,*****
0500000US37055,37055,"Dare County, North Carolina",34289,*****
0500000US37057,37057,"Davidson County, North Carolina",162975,*****
0500000US37059,37059,"Davie County, North Carolina",41339,*****
0500000US37061,37061,"Duplin County, North Carolina",59169,*****
0500000US37063,37063,"Durham County, North Carolina",276494,*****
0500000US37065,37065,"Edgecombe County, North Carolina",56049,*****
0500000US37067,37067,"Forsyth County, North Carolina",354656,*****
0500000US37069,37069,"Franklin County, North Carolina",61154,*****
0500000US37071,37071,"Gaston County, North Carolina",207263,*****
0500000US37073,37073,"Gates County, North Carolina",11982,*****
0500000US37075,37075,"Graham County, North Carolina",8762,*****
0500000US37077,37077,"Granville County, North Carolina",58188,*****
0500000US37079,37079,"Greene County, North Carolina",21382,*****
0500000US37081,37081,"Guilford County, North Carolina",495326,*****
0500000US37083,37083,"Halifax County, North Carolina",54251,*****
0500000US37085,37085,"Harnett County, North Carolina",118793,*****
0500000US37087,37087,"Haywood County, North Carolina",58951,*****
0500000US37089,37089,"Henderson County, North Carolina",107583,*****
0500000US37091,37091,"Hertford County, North Carolina",24516,*****
0500000US37093,37093,"Hoke County, North Carolina",48842,*****
0500000US37095,37095,"Hyde County, North Carolina",5771,*****
0500000US37097,37097,"Iredell County, North Carolina",161297,*****
0500000US37099,37099,"Jackson County, North Carolina",40362,*****
0500000US37101,37101,"Johnston County, North Carolina",172321,*****
0500000US37103,37103,"Jones County, North Carolina",10194,*****
0500000US37105,37105,"Lee County, North Carolina",58735,*****
0500000US37107,37107,"Lenoir County, North Carolina",59277,*****
0500000US37109,37109,"Lincoln County, North Carolina",78761,*****
0500000US37111,37111,"McDowell County, North Carolina",44963,*****
0500000US37113,37113,"Macon County, North Carolina",33859,*****
0500000US37115,37115,"Madison County, North Carolina",20842,*****
0500000US37117,37117,"Martin County, North Carolina",24147,*****
0500000US37119,37119,"Mecklenburg County, North Carolina",947135,*****
0500000US37121,37121,"Mitchell County, North Carolina",15453,*****
0500000US37123,37123,"Montgomery County, North Carolina",27707,*****
0500000US37125,37125,"Moore County, North Carolina",89425,*****
0500000US37127,37127,"Nash County, North Carolina",95571,*****
0500000US37129,37129,"New Hanover County, North Carolina",206403,*****
0500000US37131,37131,"Northampton County, North Carolina",21645,*****
0500000US37133,37133,"Onslow County, North Carolina",179935,*****
0500000US37135,37135,"Orange County, North Carolina",136057,*****
0500000US37137,37137,"Pamlico County, North Carolina",13115,*****
0500000US37139,37139,"Pasquotank County, North Carolina",40419,*****
0500000US37141,37141,"Pender County, North Carolina",53412,*****
0500000US37143,37143,"Perquimans County, North Carolina",13463,*****
0500000US37145,37145,"Person County, North Carolina",39361,*****
0500000US37147,37147,"Pitt County, North Carolina",170485,*****
0500000US37149,37149,"Polk County, North Carolina",20381,*****
0500000US37151,37151,"Randolph County, North Carolina",142042,*****
0500000US37153,37153,"Richmond County, North Carolina",46534,*****
0500000US37155,37155,"Robeson County, North Carolina",134535,*****
0500000US37157,37157,"Rockingham County, North Carolina",92974,*****
0500000US37159,37159,"Rowan County, North Carolina",138265,*****
0500000US37161,37161,"Rutherford County, North Carolina",67403,*****
0500000US37163,37163,"Sampson County, North Carolina",63687,*****
0500000US37165,37165,"Scotland County, North Carolina",36201,*****
0500000US37167,37167,"Stanly County, North Carolina",60529,*****
0500000US37169,37169,"Stokes County, North Carolina",47063,*****
0500000US37171,37171,"Surry County, North Carolina",73486,*****
0500000US37173,37173,"Swain County, North Carolina",14017,*****
0500000US37175,37175,"Transylvania County, North Carolina",32894,*****
0500000US37177,37177,"Tyrrell County, North Carolina",4272,*****
0500000US37179,37179,"Union County, North Carolina",205426,*****
0500000US37181,37181,"Vance County, North Carolina",45120,*****
0500000US37183,37183,"Wake County, North Carolina",929214,*****
0500000US37185,37185,"Warren County, North Carolina",20792,*****
0500000US37187,37187,"Washington County, North Carolina",12958,*****
0500000US37189,37189,"Watauga County, North Carolina",51557,*****
0500000US37191,37191,"Wayne County, North Carolina",123382,*****
0500000US37193,37193,"Wilkes County, North Carolina",69184,*****
0500000US37195,37195,"Wilson County, North Carolina",81365,*****
0500000US37197,37197,"Yadkin County, North Carolina",38217,*****
0500000US37199,37199,"Yancey County, North Carolina",17724,*****
0500000US38001,38001,"Adams County, North Dakota",2328,*****
0500000US38003,38003,"Barnes County, North Dakota",11085,*****
0500000US38005,38005,"Benson County, North Dakota",6721,*****
0500000US38007,38007,"Billings County, North Dakota",876,104
0500000US38009,38009,"Bottineau County, North Dakota",6529,*****
0500000US38011,38011,"Bowman County, North Dakota",3168,*****
0500000US38013,38013,"Burke County, North Dakota",2094,*****
0500000US38015,38015,"Burleigh County, North Dakota",83906,*****
0500000US38017,38017,"Cass County, North Dakota",154080,*****
0500000US38019,38019,"Cavalier County, North Dakota",3952,*****
0500000US38021,38021,"Dickey County, North Dakota",5264,*****
0500000US38023,38023,"Divide County, North Dakota",2155,*****
0500000US38025,38025,"Dunn County, North Dakota",3786,*****
0500000US38027,38027,"Eddy County, North Dakota",2382,*****
0500000US38029,38029,"Emmons County, North Dakota",3521,*****
0500000US38031,38031,"Foster County, North Dakota",3355,*****
0500000US38033,38033,"Golden Valley County, North Dakota",1698,115
0500000US38035,38035,"Grand Forks County, North Dakota",67357,*****
0500000US38037,38037,"Grant County, North Dakota",2372,*****
0500000US38039,38039,"Griggs County, North Dakota",2370,*****
0500000US38041,38041,"Hettinger County, North Dakota",2539,*****
0500000US38043,38043,"Kidder County, North Dakota",2429,*****
0500000US38045,38045,"LaMoure County, North Dakota",4136,*****
0500000US38047,38047,"Logan County, North Dakota",1966,*****
0500000US38049,38049,"McHenry County, North Dakota",5593,*****
0500000US38051,38051,"McIntosh County, North Dakota",2791,*****
0500000US38053,38053,"McKenzie County, North Dakota",7377,*****
0500000US38055,38055,"McLean County, North Dakota",9163,*****
0500000US38057,38057,"Mercer County, North Dakota",8456,*****
0500000US38059,38059,"Morton County, North Dakota",27874,*****
0500000US38061,38061,"Mountrail County, North Dakota",8280,*****
0500000US38063,38063,"Nelson County, North Dakota",3101,*****
0500000US38065,38065,"Oliver County, North Dakota",1840,87
0500000US38067,38067,"Pembina County, North Dakota",7327,*****
0500000US38069,38069,"Pierce County, North Dakota",4399,*****
0500000US38071,38071,"Ramsey County, North Dakota",11473,*****
0500000US38073,38073,"Ransom County, North Dakota",5472,*****
0500000US38075,38075,"Renville County, North Dakota",2512,*****
0500000US38077,38077,"Richland County, North Dakota",16258,*****
0500000US38079,38079,"Rolette County, North Dakota",14176,*****
0500000US38081,38081,"Sargent County, North Dakota",3859,*****
0500000US38083,38083,"Sheridan County, North Dakota",1313,87
0500000US38085,38085,"Sioux County, North Dakota",4258,*****
0500000US38087,38087,"Slope County, North Dakota",738,82
0500000US38089,38089,"Stark County, North Dakota",25666,*****
0500000US38091,38091,"Steele County, North Dakota",1976,*****
0500000US38093,38093,"Stutsman County, North Dakota",21046,*****
0500000US38095,38095,"Towner County, North Dakota",2285,*****
0500000US38097,38097,"Traill County, North Dakota",8125,*****
0500000US38099,38099,"Walsh County, North Dakota",11102,*****
0500000US38101,38101,"Ward County, North Dakota",64008,*****
0500000US38103,38103,"Wells County, North Dakota",4220,*****
0500000US38105,38105,"Williams County, North Dakota",25024,*****
0500000US39001,39001,"Adams County, Ohio",28406,*****
0500000US39003,39003,"Allen County, Ohio",105895,*****
0500000US39005,39005,"Ashland County, Ohio",53234,*****
0500000US39007,39007,"Ashtabula County, Ohio",100835,*****
0500000US39009,39009,"Athens County, Ohio",64811,*****
0500000US39011,39011,"Auglaize County, Ohio",45906,*****
0500000US39013,39013,"Belmont County, Ohio",69990,*****
0500000US39015,39015,"Brown County, Ohio",44604,*****
0500000US39017,39017,"Butler County, Ohio",369650,*****
0500000US39019,39019,"Carroll County, Ohio",28689,*****
0500000US39021,39021,"Champaign County, Ohio",39855,*****
0500000US39023,39023,"Clark County, Ohio",137763,*****
0500000US39025,39025,"Clermont County, Ohio",198417,*****
0500000US39027,39027,"Clinton County, Ohio",42013,*****
0500000US39029,39029,"Columbiana County, Ohio",107078,*****
0500000US39031,39031,"Coshocton County, Ohio",36862,*****
0500000US39033,39033,"Crawford County, Ohio",43348,*****
0500000US39035,39035,"Cuyahoga County, Ohio",1272533,*****
0500000US39037,39037,"Darke County, Ohio",52666,*****
0500000US39039,39039,"Defiance County, Ohio",38911,*****
0500000US39041,39041,"Delaware County, Ohio",178139,*****
0500000US39043,39043,"Erie County, Ohio",76634,*****
0500000US39045,39045,"Fairfield County, Ohio",147110,*****
0500000US39047,39047,"Fayette County, Ohio",28902,*****
0500000US39049,39049,"Franklin County, Ohio",1181824,*****
0500000US39051,39051,"Fulton County, Ohio",42601,*****
0500000US39053,39053,"Gallia County, Ohio",30859,*****
0500000US39055,39055,"Geauga County, Ohio",93610,*****
0500000US39057,39057,"Greene County, Ohio",162588,*****
0500000US39059,39059,"Guernsey County, Ohio",39935,*****
